question_id,question,opa,opb,opc,opd,ans
3152,The given site encodes,Complement component C3,Tumor necrosis factor,Interleukin-2,Beta-2 microglobulin,0
8854,'Physiologic programmed cell death' is termed as,Apoptosis,Lysis,Autolysis,Autopsy,0
5737,"Polygonal violaceous , well defined flat topped ,itchy papules are the primary lesions of",Lichen planus,Phemphigus vulgaris,Lupus erythematous,Psoriasis,0
1936,"A 50 year old lady presented with a 3 month history of pain in the lower third of the right thigh. There was no local swelling; tenderness was present on deep pressure. Plain X-rays showed an ill-defined intra medullary lesion with blotchy calcification at the lower end of the right femoral diaphysis, possibly enchondroma or chondrosarcoma. Sections showed a cailaginous tumor. Which of the following histological features(if seen) would be most helpful to differentiate the two tumours?",Focal necrosis and lobulation,Tumor permeation between bone trabeculae at periphery,Extensive myxoid change,High cellularity,1
1277,Factors affecting sickling in sickle cell anemia are -,HbS concentration,HbA,pH,Oxygenation,0
3247,The cyst with highest recurrence rate is:,Keratocyst,Periapical cyst,Nasoalveolar cyst,Globulornaxillary cyst,0
3454,Which of the following is seen in idiopathic thrombocytopenic purpura:,Thrornbocytosis,Increased prothrombin time,Increased bleeding time,Increased clotting time,2
1633,Stain used for glycogen ?,PAS,Cango red,Prussian blue,Alician blue,0
2500,"""Lardaceous spleen"" is due to deposition of amyloid in:",Sinusoids of red pulp,White pulp,Penicillary aery,Splenic trabeculae,0
4373,A patch test is what type of hypersensitivity?,Type 4,Type 1,Type 2,Type 3,0
6371,Which of the following is most common type of ovarian tumors?,Granulosal cell tumor,Serous epithelial tumor,Mature teratoma,Dysgerminoma,1
3726,PAN is associated with -,Hepatitis A,Hepatitis B,Hepatitis C,Hepatitis E,1
2037,Response of iron therapy in a patient with iron deficiency anemia is denoted by:,Restoration of enzymes,Reticulocytosis,Increase in iron binding capacity,Increase in hemoglobin,1
7698,"In MVPS, mitral valve HPE shows:",Hyaline degeneration,Elastic degeneration,Myxomatous degeneration,Fibrinoid necrosis,2
3332,Congo-red with amyloid produces-,Blue colour,Dark brown colour,Brilliant pink colour,Khaki colour,2
8165,Supratemporal lental subluxation is seen in -,Weil's marchasani syndrome,Marfans,Hunters,Homocystinuria,1
2810,Giant cell tumor is seen at,Epiphysis,Metaphysis,Diaphysis,Growth plate,0
5315,Malignant hypertension causes-,Flea bitten kidney,Irregular granular contracted kidney,Large white kidney,No change in kidney,0
1859,Which of the following helps in movement and adhesion?,MCP1,PGE2,LTB4,CD31,3
7109,Ram Devi presented with generalized edema sweating and,T cell mediated cytotoxicity,IgG mediated reaction,IgE mediated reaction,IgA mediated hypersensitivity reaction,2
7246,Not a premalignant condition:,Fragile X syndrome,Down’s syndrome,Bloom syndrome,Fanconi’s syndrome,0
7212,Popcorn calcification on chest X-ray is seen in:,Hamaoma,Granuloma,Metastasis,sarcoidosis,0
307,Prostacyclin is mainly produced by-,Platelet,Vascular endothelium,Prostate,Testis,1
3177,HLA 2 is linked with?,Graft rejection,Killing of viral infected cells,Graft versus host disease,Susceptibility to autoimmune diseases,2
2261,SLE mitral and tricuspid valve vegetations are?,Salmon patch,Libmann sach's disease,Janeway lesions,Oslers nodes,1
4386,Liver in hemochromatosis is stained by -,Perl's iron stain,Alcian blue,Congo Red,Massontrichome,0
2747,Which of the following is not a coagulative necrosis?,Myocardial infarct,Kidney infarct,Brain infarct,Adrenal infarct,2
992,"Two days after receiving the antimalarial drug primaquine, a 27-yearold black man develops sudden intravascular hemolysis resulting in a decreased hematocrit, hemoglobinemia, and hemoglobinuria. Examination of the peripheral blood film is given. The most likely diagnosis is",Hereditary spherocytosis,Glucose-6-phosphate dehydrogenase deficiency,Paroxysmal nocturnal hemoglobinuria,Microangiopathic hemolytic anemia,1
6309,Blood groups A1 and A2 differ in -,Chemical structure of antigen,Spatial configuration of antigen,Molecular groups,Ionic charges on surface,0
7497,"In a case of sporadic ataxia, what lab investigation is not done:",Serum folate,Vit E,Vit Bl,TSH,0
7030,Kaposis sarcoma is seen with -,HCV,HPV,HSV,HHV,3
3561,Cell arrest due to DNA damage is done through which of the following genes?,Rb,P53,P16,Notch signal,1
8164,Gingival biopsy is useful in the diagnosis of-,Sarcoidosis,Amyloidosis,Histoplasmosis,Scurvy,1
6786,Most common site of gastrointestinal carcinoid is -,Duodenum,Appendix,Ileo-Jejunum,Stomach,2
5354,The following marker is used to assess the monoclonality in T-cells -,Kappa and Lambda chain,TCR gene rearrangement,CD,CD34,1
8271,Girl is suffering from:,Treacher Collins syndrome,Pierre Robin syndrome,Craniofacial dysostosis,Sainton's disease,0
7760,A palpable mass is noted in the right lobe of the thyroid of a 45-year-old man who visits his physician for a periodic checkup. A biopsy is performed and results in a diagnosis of medullary carcinoma of the thyroid. Which of the following histologic features of thyroid disease would most likely be present in this biopsy specimen?,"Tumor cells with ""Orphan Annie"" nuclei",Psammoma bodies,Tumor cells embedded in an amyloid-laden stroma,Infiltrates of lymphocytes with germinal center formation,2
69,"A  peripheral  smear  with  increased  neutrophils, basophils,  eosinophils,  and  platelets  is  highly suggestive of",Acute myeloid leukemia,Acute lymphoblastic leukemia,Chronic myelogenous leukemia,Myelodysplastic syndrome,2
3577,Which interleukin is associated with fever and inflammation?,Interleukin 1,Interleukin 12,Interleukin 5,Interleukin 2,0
4544,Sister Mary Joseph nodule is most commonly seen in which of the following malignancies?,Ovarian cancer,Stomach cancer,Colon cancer,Pancreatic cancer,1
7821,Pathogenesis of Mycobacterium tuberculosis by macrophage is mainly mediated by -,IL-6,IFN-12,IFN gamma,IL-3,2
4857,"Cleft lip, polydactyly, Holoprosencephaly are characteristic feature of?",Down syndrome,Edward syndrome,Patau syndrome,Turners syndrome,2
4717,Secondary syphilis occurs after,6 weeks,9 weeks,13 weeks,1 week,0
3092,Absence of intra hepatic bile duct leads to which syndrme?,Von Meyenburg Complexes,Polycystic Liver Disease,Caroli Disease,Alagille Syndrome,3
1247,Antoni A and Antoni B areas and verocay bodies are characteristic of _____,Schwannoma,Astrocytoma,Medulloblastoma,Glioma,0
8472,Schaumann bodies are seen in:,Sarcoidosis,Chronic bronchitis,Asthma,Syphilis,0
1024,Helmet Cells are characteristic of,Hemolytic uremic syndrome,Polysplenia,Spherocytosis,Acanthocytosis,0
4898,Which is not a feature of Lofgren syndrome?,Uveitis,Erythema nodosum,Polyahritis,Bilateral hilar adenopathy,0
1001,Cell-mediated immunity is-,Type I,Type II,Type III,Type IV,3
8341,Beryllium exposure is associated with-,Pulmonary fibrosis,Granulomatous lung disease,Lung cancer,Chronic bronchitis,1
2693,The commonest histological type of carcinoma testis is -,Teratoma,Yolk sac turom,Seminoma,Chorio carcinoma,2
2440,Other name of Bay cyst is:,Periapical cyst,Lateral periodontal cyst,Radicular cyst,Dentigerous cyst,2
246,Metaplasia arises from reprograming of,Stem cells,Stellate cells,Squamous cells,Columnar cells,0
7218,Which of the following tumor suppressor genes act by inhibition of Hedgehog signaling pathway?,PTCH,SDHB,BRCA1,CDKN2A,0
1884,Freezing point of normal human plasma is:,4° C,0° C,–0.54° C,–1.54° C,2
7087,"After recovering from a viral respiratory tract infection, a 23-year-old female presents with weakness in her distal extremities that rapidly ascends to involve proximal muscles. Physical examination reveals absent deep tendon reflexes, and a lumbar puncture reveals the CSF protein to be increased, but very few cells are present. A biopsy of a peripheral nerve reveals inflammation and demyelination (radiculoneuropathy). What is the best diagnosis?",Brown-Sequard's syndrome,Charcot-Marie-Tooth disease,Guillain-Barre syndrome,Syringomyelia,2
7909,Gene affected in Ewings sarcoma is ?,EWS-FLI 1,PAX 3,EWS ATF 1,FUS-CHOP,0
120,Which of he following is not a cyclin dependent kinase (CDK) inhibitor?,p21,p27,p53,P57,2
1686,Which of the following does not involve in repair after brain infarction,Microglia,Astrocyte,Fibroblast,Endothelium,2
5426,Acridine orange is a fluorescent dye used to bind:,DNA and RNA,Protein,Lipid,Carbohydrates,0
1756,Marker of Melanoma: (E. REPEAT 2012),S100,Ck 20,MTLF,Vimentin,0
8768,Lung cancer is most commonly associated with?,Silicosis,Berylliosis,Asbestosis,Anthracosis,2
6634,Various factors are involved in inflammation. Which among the following is NOT a mediator of inflammation?,Tumour Necrosis Factor (TNF),Interferon,Myeloperoxidase,Prostaglandins,2
1670,Long - acting thyroid stimulator in Graves disease is an example of:,Type 1 hypersensitivity,Type 2 hypersensitivity,Type 3 hypersensitivity,Type 4 hypersensitivity,1
3637,Sickle cell disease is:,Inherited as AR,Inherited as AD,Inherited as XLR,Inherited as XLD,0
7900,In Chronic Viral Hepatitis -,Hepatitis A virus infection is a common cause in children,Morphological classification into Chronic Active Hepatitis and Chronic Persistent Hepatitis are impoant,Fatty change is pathognomic of Hepatitis C virus infection,Grading refers to the extent of necrosis and inflammations,3
8856,Perivascular lymphocytes & microglial nodules are seen in -,Multiple sclerosis,HIV encephalitis,CMV meningitis,Bacterial meningitis,1
3643,"Ability of stem cells, to cross barrier of differentiation and to transform into a cell of another lineage expressing the molecular characteristics of different cell type with the ability to perform the function of the new cell type is referred to as:",De-differentiation,Re-differentiation,Trans-differentiation,Sub-differentiation,2
7581,A patient has increased number of columnar cells in lower esophagus. He has which of the following change:,Dysplasia,Anaplasia,Metaplasia,Normal histology,2
4233,Which of the following is not seen in WV involvement of CNS -,Perivascular giant cell,Vacuolar degeneration of post column,Microglial nodule formation,Inclusion bodies,3
8933,HLA associated with psoriasis ?,HLA-B27,HLA-DR4,HLA-CW6,HLA-B8,2
7176,Starch is considered to be less cariogenic than monosaccharides and disaccharides because it,Does not diffuse through plaque,Is rapidly hydrolysed in the mouth,Enhances remineralisation,Raises the pH in the oral cavity,0
5641,Bell's Palsy is characterized by,Bilateral involvement of the side of the face,Inability to whistle,No loss of muscular control,Closing of the eyes,1
4259,What is not associated with DIC -,Thrombocytopenia,Increased PT,Hyperfibrinogenemia,Increased FDP,2
118,In glomerulus subendothelial deposits are seen jib -,Good pasture syndrome,IgA nephropathy,MPGN type I,MPGN type II,2
8564,"In a chronic smoker which hemoptysis, he also gave a history of hypeension and obesity. Lab data showed raised ACTH levels, which are not suppressed by dexamethasone. The cause of Cushing's syndrome in the patient is -",MEN1,Pituitary adenoma,Adrenal coical adenoma,Ectopic ACTH secreting tumor,3
2903,"A 12-year-old boy complains of swelling of his feet for the past 3 weeks. He is otherwise healthy, with no known previous illness. Vital signs are normal. Physical examination reveals pitting edema of the lower legs and a swollen abdomen. Urinalysis shows 4+ protein but no RBCs or WBCs. Which of the following are the most likely diagnoses to consider in your evaluation of this patient?","Henoch-Schonlein purpura, lupus nephritis","Malignant hypertension, renal vein thrombosis","Minimal change disease, focal segmental glomerulosclerosis","Pyelonephritis, acute tubular necrosis",2
1960,ABO incompatibility not seen with:,Fresh frozen plasma,Platelet rich plasma,Single donor platelets,Cryoprecipitate,3
4553,Finnish of nephrotic syndrome is caused by defect in following protein aEUR',Nephrin,Podocin,Alpha actinin,CD2 activated protein,0
4255,Post MI 10th day which of the following enzyme level is raised,LDH,CPK,Troponin,Myoglobin,2
5382,"In a study of lifestyle influences on health, investigators observe that sending children outside to play instead of letting them sit for hours in front of the television can have long-term health benefits. Which of the following tissues is most likely to be in better condition by middle age from this lifestyle change?",Bone fractures,Ocular cataracts,Urinary tract calculi,Pulmonary emphysema,0
3662,Pauci immune glomerulonephritis is seen in the following condition:,After transplant in Alpers,Microscopic polyangiitis,Henoch-Schonlein nephritis,Lupus,1
8046,Which of the following represents the marked area in the histology of lymph node?,Mantle zone,Marginal zone,Paracortical area,Germinal centre,0
1370,Diffuse epidermal hyperplasia is,Hyperkeratosis,Parakeratosis,Acanthosis,Erosion,2
8387,Chromosome associated with familial polyposis coli ?,Chromosome 5,Chromosome 6,Chromosome 11,Chromosome 13,0
5906,Endometrial Carcinoma risk in?,Sertoli Leydig cell,Immature teratoma,Gonadoblastoma tumor,Granulosa theca cell,3
8483,Manganese deficiency leads to?,Parkinsonism,Impaired skeletal growth,Impaired glucose tolerance,Anaemia,1
7830,Gleason's grading system is for -,Carcinoma testis,Carcinoma colon,Carcinoma thyroid,Carcinoma prostate,3
251,Alpha-1-antitrypsin deficiency occurs in,Bronchiectasis,Emphysema,Empyema,Bronchogenic carcinoma,1
2412,"In chronic inflammation confined to the portal tract with intact limiting membrane and normal lobular parenchyma, the histopathological diagnosis would be -",Active hepatitis,Chronic active hepatitis,Chronic persistent hepatitis,Acoholic heaptitis,2
5320,The feature that differentiates a follicular carcinoma from a follicular adenoma of thyroid is -,Nuclear pleomorphism,Huhle cell change,Capsular invasion,Absence of colloid,2
793,Presence of epithelial pearls in spinous Layer of epithelium is characteristic of,Carcinoma,Pre-cancer,Dysplasia,Metaplasia,0
3060,In breast cancer Her-2/Neu helps by the following mechanism?,Overexpression,Suppression,Mutation,Translocation,0
4854,Which of the following conditions is most likely to lead to a dry tap during bone marrow aspiration-,Acute lymphoblastic leukemia,Multiple myeloma,Megaloblastic anaemia,Idiopathic myelofibrosis,3
1033,"A 42-year-old man experiences malaise and increasing icterus for 2 weeks. Physical examination shows jaundice, but there are no other significant findings. Serologic test results are positive for IgM anti-HAV and negative for anti-HCV, HBsAg, and IgM anti-HBc. Which of the following outcomes is most likely to occur in this man?",Chronic active hepatitis,Complete recovery,Fulminant hepatitis,Hepatocellular carcinoma,1
6118,Test for extrinsic and common coagulation pathway is ?,PT,aPTT,Bleeding time,Thrombin time,0
1393,The best screening test for hemophilia -,PT,CT,PTT,BT,2
4797,Botryoid odontogenic cyst is a variant of,Lateral periodontal cyst,Apical periodontal cyst,Gingival cysts of new born,Gingival cysts of adult,0
3154,Smoking is not a risk factor for,Lung carcinoma,Osteoporosis,Nonunion of bones,Alzhiemers disease,3
4504,Which of the following is a tumor marker ?,Acid hydrolase,Alkaline phosphatase,Melatonin,CPK-MB,1
847,A bacterial disease with oral manifestations is,Herpes,measles,Diphtheria,Leishmaniasis,2
3744,Gene involved in rett syndrome-,P53,MECP2,RB,BRCA,1
317,Marker of level of liver injury in cases of hepatitis B is -,HBsAg,HBV DNA,Anti HBeAg,Anti HBc,1
4022,Ring sideroblast in myelodysplastic syndrome is associated with which gene mutation?,ASXL1,EZH 2,TET 2,SF3B1,3
7814,Pappenheimer bodies are composed of?,Copper,Zinc,Iron,Lead,2
8607,Classical example of transplacental carcinogenesis is -,Teratoma,Primary squamous cell carcinoma of vagina,Sarcoma botryoids,Clear cells adenocarcinoma of vagina,3
8130,"A stenotic valve is removed from a 70-year-old man. The value demonstrates hard nodular masses heaped up within the sinuses of Valsalva. On microscopic section, the acellular masses stain darkly blue with hematoxylin and eosin. Which of the following is the MOST significant constituent of the masses?",Calcium oxalates,Calcium phosphates,Complexed iron,Magnesium phosphates,1
8095,Serum alkaline phosphatase is not raised in -,Primary biliary cirrhosis,Hyperparathyroidism,Multiple myeloma,Hepatitis,2
6741,Iron dispersed in the cytoplasm seen in electron microscope as,Apoferritin,Transferritin,Hemosiderin,Ferritin,0
5663,Riga fede disease is the ulceration seen on,Attached gingiva,Buccal mucosa,Lower Lip,Tongue,3
698,Normal PCV value is?,30-35%,40-45%,50-55%,60-65%,1
4609,"A 3-week-old boy is brought to the physician by his parents, who repo that he vomits forcefully immediately after nursing. Physical examination reveals an ""olive-like"" palpable mass and visible peristaltic movements within the infant's abdomen. What is the most likely cause of projectile vomiting in this infant?",Appendicitis,Congenital pyloric stenosis,Hirschsprung disease,Meconium ileus,1
96,Which of the following is abdominal angiitis,Giant cell arteritis,Takayasu arteritis,Kawasaki disease,Polyarteritis nodosa,1
3140,Which is rheumatic ahritis autoantibody -,Anti DLE,Anti CCP,Anti ds DNA,Anti histone,1
5631,Which of the following mutations in a tumour suppressor agent by apoptosis regulation causes breast cancer?,p43,p53,p73,p83,1
3098,Which of the following is not a sign of reversible cell injury?,ATP depletion,Cell shrinkage,Fatty acid deposition,Reduction of phosphorylation,1
264,Familial amyloidotic polyneuropathy is due to amyloidosis of nerves caused by deposition of :,Amyloid associated protein,Mutant Calcitonin.,Mutant transthyretin,Normal transthyretin,2
8197,Which is the commonest benign tumor of liver?,Haematoma,Hemangioma,Adenoma,Nodular focal hyperplasia,1
1399,Middle meningel vessel damage results -,Subdural hemorrhage,Subarachnoid hemorrhage,Intracerebral hemorrhage,Epidural hemorrhage,3
6983,Microalbuminuria is defined as protein level of,100-150 mg/d,151-200 mg/d,30-300 mg/d,301-600 mg /d,2
2207,Down's syndrome is most commonly caused by:,Maternal Nondisjunction,Paternal Nondisjunction,Translocation,Mosaicism,0
4839,Major Pyrogenic cytokine:,INF alpha,TNF beta,IL-3,IL-1,3
4988,Woody feeling of the external nose (Hebra nose) is observed in,Rhinophyma,Rhinoscleroma,Rhinosporidiosis,Rhinitis sicca,1
3073,Most accepted theory of atherosclerosis is -,Lipid infiltration of intima,Reaction to endothelial injury,Due to smoking,Hyperlipidemia,1
1935,Oral Lesion associated with ulcerative colitis,Lichen planus,Pyostomatitis Vegetans,Sarcoidosis,Dermatitis herpetiforrris,1
6228,What is the major role of HLA class III region genes?,Immune surveillance,Transplant rejection phenomenon,Antigen presentation and elimination,Governing susceptibility to autoimmune diseases,3
6466,Cellular swelling with blebs and myelin Figures are the changes seen in,Reversible cell injury,Irreversible cell injury,Metaplasia,Anaplasia,0
838,"A 20-year-old woman presents with a 2-week history of fever, malaise, and brown-colored urine. She recently visited Mexico. Physical examination reveals jaundice, mild hepatomegaly, and tenderness in the right upper quadrant. The serum bilirubin is 7.8 mg/dL, with 60% in the conjugated form. Serum levels of AST and ALT are markedly elevated (400 and 392 U/L, respectively). Serum albumin and immunoglobulin levels are normal. Serum IgM anti-hepatitis A virus (anti-HAV) is positive. IgG anti-hepatitis B surface antigen (anti-HBsAg) antibodies are positive. Anti-hepatitis C virus antibodies are negative.What is the most likely diagnosis?",Acute viral hepatitis A,Acute viral hepatitis B,Acute viral hepatitis C,Autoimmune hepatitis,0
3690,Type of necrosis in pancreatitis ?,Fibrinoid,Coagulative,Fat,Caseous,2
4020,Antoni type A and type B are seen in,Neurofibroma,Neurilemmorna,Neurofibrosarcoma,Traumatic neuroma,1
3572,"A 25 year-old man from New Jersy after a fight incurs blunt trauma to his upper outer arm. On physical examination, there is a 2 x 3 cm contusion. He bleeds but the initial soft tissue bleeding stops in a few minutes and the size of the bruise does not increase. Which of the following chemical mediators is most impoant in this episode of hemostasis?",Prostaglandin,Prostacyclin,Plasminogen,Thromboxane,3
655,"A 62-year-old man is a smoker with a 10-year history of cough productive of copious mucopurulent sputum. Over the past 6 months, he has developed progressive dyspnea. Physical examination shows bilateral pedal edema and a soft but enlarged liver. A chest radiograph shows bilateral pleural effusions and a prominent right heart border. Arterial blood gas values are PO2, 60 mm Hg; PCO2, 52 mm Hg; pH, 7.30; and HCO3-, 29 mEq/L. He is intubated and placed on a ventilator, and he requires increasing amounts of oxygen. Which of the following microscopic findings is most likely to be present in the affected lungs?",Bronchovascular distribution of granulomas,Carcinoma filling lymphatic spaces,Extensive interstitial fibrosis,Hypertrophy of bronchial submucosal glands,3
5594,"In a chronic smoker, bronchi showed stratified squamous cells with underlying glands. What type of change is this?",Metaplasia,Anaplasia,Dysplasia,Neoplasia,0
5603,"A 17 year old female underwent a fine needle aspiration cytology (FNAC) for a lump in the breast which was well defined, non-tender and mobile. The diagnosis of a benign lesion can be considered by which of the following pathological feature -",Dyschohesive ductal epithelial cells without cellular fragments,Tightly arranged ductal epithelial cells with dyscohesive bare nuclei,Stromal predominance with hyperplasia of spindle cells,Polymorphism with single or arranged ductal epithelia cells,1
1009,Rigidity of facial muscles 'Risus sardonicus' is associated with:,Tetany,Tetanus,Leprosy,Actinomycosis,1
6909,Laminated concretions of calcium and proteins are -,Schaumann's bodies,Ferrugenious bodies,Asteroid bodies,Gamm Gandy bodies,0
294,A 6 year old patient reports with greenish blue swelling distal to deciduous 2nd molar. Treatment would be:,Surgical excision of flap,Bone graft,"No treatment, only observation",Injecting proteolytic solution in the area,2
4303,"An 86-year-old man has become progressively unable to live independently for the past 10 years, and he now requires assistance with bathing, dressing, toileting, feeding, and transfers in and out of chairs and bed. On physical examination, he has no motor or sensory deficits. He cannot give the current date or state where he is. Six months later, he suddenly becomes comatose and dies. At autopsy, there is a large superficial left parietal lobe hemorrhage. Histologic examination of the brain shows numerous neocortical neuritic plaques and neurofibrillary tangles. The peripheral cerebral arteries and the core of each plaque stain positively with Congo red. Which of the following mechanisms is most likely responsible for his disease?",Aggregation of Ab peptide,Conformational change in the prion protein (PrP),Dopamine deficiency,Expansion of polyglutamine repeats,0
6031,Sensory supply of middle ear cavity is by,5th nerve,10th nerve,9th nerve,Greater occipital nerve,2
248,Most common tumour due to radiation arises from -,Lung,Liver,Bone marrow,Breast,2
2619,In which of following ahritis erosions are not seen ?,Rheumatoid ahritis,Systemic lupus ehematosus (SLE),Psoriasis,Gout,1
8639,In the coagulation cascade the clot is initiated by negatively charged paicles on the glass bead. It is in-vivo initiated by:,Tissue factor,Thrombin,Endothelin,vWF,0
1954,"A 75-year-old woman with diabetes mellitus and congestive heart failure have a sudden loss of vision in her left eye. Funduscopic examination shows a cherry-red appearance of the foveola, whereas the remaining retina appears pale. No abnormalities of the right eye are noted. Which of the following is the most likely cause for her sudden unilateral visual loss?",Central retinal artery occlusion,Cytomegalovirus retinitis,Primary angle-closure glaucoma,Proliferative retinopathy,0
5349,Neutrophil secretes:,Superoxide dismutase,Myeloperoxidase,Lysosomal enzyme,Catalase,1
975,Which of the following is seen in primary T.B?,Ghon's focus,Pleural effusion,Miliary motling,Fibrosis,0
4136,Lobar pneumonia is caused predominantly by:,Klebsiella pneumoniae,Staphylococcus pyogenes,Haemophilus influenzae,Streptococcus pneumoniae,3
845,APUD cells are seen in:,Bronchial adenoma,Bronchial carcinoid,Hepatic adenoma,Villous adenoma,1
6224,In Wegener's granulomatosis cytoplasmic anti neutrophilic antibodies are directed against -,Proteinase 1,Proteinase 2,Proteinase 3,Proteinase 4,2
2451,"A patient presents with respiratory symptoms i.e. a cough, hemoptysis and glomerulonephritis. His C-ANCA levels in serum were found to be raised. The most likely diagnosis is -",Goodpasteur's syndrome,Classic polyarteritis nodosa,Wegener's granulomatosis,Kawasaki syndrome,2
5343,Linear deposits along glomerular basement membrane are seen in -,Good pasture syndrome,SLE,Drug reaction,HS purpura,0
2926,Physical examination that finds multiple palpable purpuric lesions on the legs of a 7-year-old boy is most suggestive of,Bleeding secondary to excess coicosteroids,Hemorrhage secondary to hypersensitivity vasculitis,Erythema secondary to active hyperemia,Telangiectasis secondary to a congenital malformation,1
6170,In the earliest stages of carious Lesion. There is loss of:,Enamel cuticle,Interprismatic substance,Organic matrix,Enamel lamellae,1
2489,"A 60-year-old man has had worsening dyspnea and nonproductive cough over the past 2 years. On physical examination, his temperature is 37.4degC, pulse is 74/min, respirations are 20/min, and blood pressure is 110/70 mm Hg. A chest radiograph shows extensive interstitial lung disease and a prominent right-sided heart border. Spirometry reveals decreased FEV1 and FVC. His pulmonary disease is most likely caused by exposure to which of the following?",Carbon monoxide,Fungal hyphae,Plant pollen,Silica crystals,3
4989,Mediator of acute inflammation not derived from the cell is (D. REPEAT Feb 2014),Histamine,Kinins,Leukotrienes,Cytokines,1
1349,Nuclear and cytoplasmic changes in the apoptotic cells are due to,Oxygen free radicals,Caspases,Complement fixation,ATP ases,1
6996,Confirmatory test for the diagnosis of Amyloidosis is:,Diagnostic peritoneal lavage,Tongue biopsy,Rectal biopsy,Whole body CT scan,2
110,Thrombocytopenia due to increased platelet destruction is seen in -,Aplastic anemia,Cancer chemotherapy,Acute leukemia,Systemic lupus erythematosus,3
8531,Most common anterior mediastinal tumour?,Thymoma,Neurofibroma,Pericardial cyst,Bronchogenic cyst,0
6509,"A 68-year-old man has a long history of prostate cancer that was metastatic at the time of diagnosis. Over the past 2 months, he has had significant weight loss, loss of appetite, and loss of energy. His current spectrum of conditions can be attributed to which of the following",Platelet-derived growth factor,Fibroblast growth factor,Interleukin-2,Tumor necrosis factor-a,3
2038,Rosenthal fibers are -,Intranclear inclusions,intracytoplasmic inclusions,Present extracellularly,Pa of cell membrane,1
455,Hepatitis which spreads by feco-oral route is: September 2007,Hepatitis A,Hepatitis B,Hepatitis C,Hepatitis D,0
8003,"An Afroamerican boy of 6 years of age presented with abdominal pain, chronic hemolysis and abnormal RBC shape on peripheral smear. Most likely disorder responsible for this condition is -",Trinucleotide repeat,Point mutation,Antibodies against RBC membrane,Genetic imprinting,1
7922,Tumorogenesis in aging is due to -,Telomerase reactivation,Telomerase inactivation,Increased apoptosis,Suppression of proto-oncogenes,0
5459,Which of the following is not an inflammatory mediator?,Tumor necrosis factor,Integrin,Interleukin,Interferons,1
5767,Durck granuloma is seen in,Congenital syphilis,Cat scratch disease,Histoplasmosis,Cerebral malaria,3
7714,the sequence of vascular changes seen in inflammation:,Vasodilatation -> Stasis -> Transient vasoconstriction --> Increased permeability,Transient vasoconstriction -> Stasis -> Vasodilatation -> Increased permeability,Transient vasoconstriction -> Vasodilatation --> Stasis --> Increased permeability,Transient vasoconstriction -> Vasodilatation -> Increased permeability -> Stasis,3
4668,Pataus syndrome due to -,Trisomy 21,Trisomy 18,18 P,Trisomy 13,3
1694,HbH is associated with:,Deletion of 3 alpha genes,Deletion of 4 alpha genes,Deletion of 3 beta genes,Deletion of 4 beta genes,0
2370,Transvestism is,Wearing clothes of opposite sex,Touching ones own private pas to others,Desire for sexual intercourse with dead bodies,Organism from visualiza on pa of the body of a woman,0
4753,"A 5-year-old child develops the sudden onset of bloody diarrhea, vomiting of blood, hematuria, and renal failure following a flulike gastrointestinal illness. The blood urea nitrogen (BUN) level is markedly increased, but fibrin degradation products and blood clotting times are within normal limits. A peripheral blood smear reveals poikilocytes, schistocytes, and a decrease in the number of platelets. No fever or neurologic symptoms are present. What is the best diagnosis for this patient?",Autoimmune thrombocytopenic purpura (autoimmune ITP),Hemolytic-uremic syndrome (HUS),Disseminated intravascular coagulopathy (DIC),Thrombotic thrombocytopenic purpura (TTP),1
1699,A 27-year-old man has surgery for a testicular mass. Histologic sections reveal the mass to be a testicular yolk sac tumor. Which of the substance listed below is most likely to be increased in this patient's serum,Acid phosphatase,Human chorionic gonadotropin,Alkaline phosphatase,a-Fetoprotein,3
160,"Colonoscopy was done for a patient who was suffering from recurrent episodes of abdominal pain and low volume diarrhea since six months. Colonoscopy showed many areas of mucosal edema and ulceration and some areas appeared normal. Microscopy of biopsy specimen from an ulcerated ared  showed patchy acute and chronic inflammatory  infiltrate , crypt abscesses and non caseating granulomas . What could be the probable diagnosis ?",Crohns disease,Sarcoidosis,Ulcerative collitis,Amoebiasis,0
5913,Shoest acting synthetic opioid is,Fentanyl,Remifentanil,Alfentanil,Sufentanil,1
615,Peripheral resistance is decreased in which type of shock -a) Hypovolemic shockb) Neurogenic shockc) Septic shockd) Cardiogenic shock,a,c,ac,bc,3
3739,Which is the BEST site for taking biopsy in a case of viral oesophagitis?,Edge of ulcer,Base of ulcer,Adjacent indurated area around ulcer,Surrounding normal mucosa,0
1759,"A patient with microcytic hypochromic anemia. Hb-9 % , serum iron-20 micro/dl, ferritin level-800mg/ ml, transferrin percentage saturation-64. What is a possible diagnosis?",Atransferrinemia,Iron deficiency anemia,DMT 1 mutation,Hemochromatosis,0
